
---------- Begin Simulation Statistics ----------
simSeconds                                   0.120081                       # Number of seconds simulated (Second)
simTicks                                 120080703260                       # Number of ticks simulated (Tick)
finalTick                                120080703260                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1061.46                       # Real time elapsed on the host (Second)
hostTickRate                                113128181                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8582160                       # Number of bytes of host memory used (Byte)
simInsts                                    201825634                       # Number of instructions simulated (Count)
simOps                                      212594376                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   190140                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     200285                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        252270386                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.245442                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.802928                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       284976778                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1182                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      263904009                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 482826                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             72383583                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          45255629                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 218                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           252095331                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.046842                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.134531                       # Number of insts issued each cycle (Count)
system.l3cache.ReadExReq.mshrMissLatency::cpu.dcache.prefetcher       727804                       # number of ReadExReq MSHR miss ticks (Tick)
system.l3cache.ReadExReq.mshrMissLatency::total    396694116                       # number of ReadExReq MSHR miss ticks (Tick)
system.l3cache.ReadExReq.mshrMissRate::cpu.data     0.555974                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l3cache.ReadExReq.mshrMissRate::cpu.dcache.prefetcher     0.615385                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l3cache.ReadExReq.mshrMissRate::total     0.556074                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l3cache.ReadExReq.avgMshrMissLatency::cpu.data 92385.980401                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l3cache.ReadExReq.avgMshrMissLatency::cpu.dcache.prefetcher 90975.500000                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l3cache.ReadExReq.avgMshrMissLatency::total 92383.352585                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.hits::cpu.inst        17635                       # number of ReadSharedReq hits (Count)
system.l3cache.ReadSharedReq.hits::cpu.data        71433                       # number of ReadSharedReq hits (Count)
system.l3cache.ReadSharedReq.hits::cpu.dcache.prefetcher        12719                       # number of ReadSharedReq hits (Count)
system.l3cache.ReadSharedReq.hits::cpu.l2cache.prefetcher        57207                       # number of ReadSharedReq hits (Count)
system.l3cache.ReadSharedReq.hits::total       158994                       # number of ReadSharedReq hits (Count)
system.l3cache.ReadSharedReq.misses::cpu.inst         2634                       # number of ReadSharedReq misses (Count)
system.l3cache.ReadSharedReq.misses::cpu.data        10934                       # number of ReadSharedReq misses (Count)
system.l3cache.ReadSharedReq.misses::cpu.dcache.prefetcher        28105                       # number of ReadSharedReq misses (Count)
system.l3cache.ReadSharedReq.misses::cpu.l2cache.prefetcher       170722                       # number of ReadSharedReq misses (Count)
system.l3cache.ReadSharedReq.misses::total       212395                       # number of ReadSharedReq misses (Count)
system.l3cache.ReadSharedReq.missLatency::cpu.inst    156416456                       # number of ReadSharedReq miss ticks (Tick)
system.l3cache.ReadSharedReq.missLatency::cpu.data    915272981                       # number of ReadSharedReq miss ticks (Tick)
system.l3cache.ReadSharedReq.missLatency::cpu.dcache.prefetcher   2958943495                       # number of ReadSharedReq miss ticks (Tick)
system.l3cache.ReadSharedReq.missLatency::cpu.l2cache.prefetcher  18325737621                       # number of ReadSharedReq miss ticks (Tick)
system.l3cache.ReadSharedReq.missLatency::total  22356370553                       # number of ReadSharedReq miss ticks (Tick)
system.l3cache.ReadSharedReq.accesses::cpu.inst        20269                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3cache.ReadSharedReq.accesses::cpu.data        82367                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3cache.ReadSharedReq.accesses::cpu.dcache.prefetcher        40824                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3cache.ReadSharedReq.accesses::cpu.l2cache.prefetcher       227929                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3cache.ReadSharedReq.accesses::total       371389                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3cache.ReadSharedReq.missRate::cpu.inst     0.129952                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::cpu.data     0.132747                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::cpu.dcache.prefetcher     0.688443                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::cpu.l2cache.prefetcher     0.749014                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::total     0.571894                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.avgMissLatency::cpu.inst 59383.620349                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::cpu.data 83708.887964                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::cpu.dcache.prefetcher 105281.746842                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::cpu.l2cache.prefetcher 107342.566400                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::total 105258.459724                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.mshrMisses::cpu.inst         2634                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::cpu.data        10934                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::cpu.dcache.prefetcher        28105                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::cpu.l2cache.prefetcher       170722                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::total       212395                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.inst    151402749                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.data    894454645                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.dcache.prefetcher   2905429675                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.l2cache.prefetcher  18000665358                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::total  21951952427                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.inst     0.129952                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.data     0.132747                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.dcache.prefetcher     0.688443                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.l2cache.prefetcher     0.749014                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::total     0.571894                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.inst 57480.162870                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.data 81804.887964                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.dcache.prefetcher 103377.679239                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.l2cache.prefetcher 105438.463455                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::total 103354.374759                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.SCUpgradeReq.hits::cpu.data            2                       # number of SCUpgradeReq hits (Count)
system.l3cache.SCUpgradeReq.hits::total             2                       # number of SCUpgradeReq hits (Count)
system.l3cache.SCUpgradeReq.accesses::cpu.data            2                       # number of SCUpgradeReq accesses(hits+misses) (Count)
system.l3cache.SCUpgradeReq.accesses::total            2                       # number of SCUpgradeReq accesses(hits+misses) (Count)
system.l3cache.UpgradeReq.hits::cpu.data            6                       # number of UpgradeReq hits (Count)
system.l3cache.UpgradeReq.hits::total               6                       # number of UpgradeReq hits (Count)
system.l3cache.UpgradeReq.accesses::cpu.data            6                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l3cache.UpgradeReq.accesses::total            6                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l3cache.WritebackDirty.hits::writebacks       310843                       # number of WritebackDirty hits (Count)
system.l3cache.WritebackDirty.hits::total       310843                       # number of WritebackDirty hits (Count)
system.l3cache.WritebackDirty.accesses::writebacks       310843                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l3cache.WritebackDirty.accesses::total       310843                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l3cache.power_state.pwrStateResidencyTicks::UNDEFINED 120080703260                       # Cumulative time (in ticks) in various power states (Tick)
system.l3cache.tags.tagsInUse            29962.303552                       # Average ticks per tags in use ((Tick/Count))
system.l3cache.tags.totalRefs                  757989                       # Total number of references to valid blocks. (Count)
system.l3cache.tags.sampledRefs                218464                       # Sample count of references to valid blocks. (Count)
system.l3cache.tags.avgRefs                  3.469629                       # Average number of references to valid blocks. ((Count/Count))
system.l3cache.tags.warmupTick                  71400                       # The tick when the warmup percentage was hit. (Tick)
system.l3cache.tags.occupancies::writebacks   272.986481                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.inst  1153.447231                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.data  2767.884238                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.dcache.prefetcher  6685.843198                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.l2cache.prefetcher 19082.142404                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.avgOccs::writebacks      0.008331                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.inst        0.035200                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.data        0.084469                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.dcache.prefetcher     0.204036                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.l2cache.prefetcher     0.582341                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::total           0.914377                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.occupanciesTaskId::1022        30987                       # Occupied blocks per task id (Count)
system.l3cache.tags.occupanciesTaskId::1024         1781                       # Occupied blocks per task id (Count)
system.l3cache.tags.ageTaskId_1022::0               8                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::1             677                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::2            5275                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::3           25027                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::0             157                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::1             649                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::2              83                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::3             892                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ratioOccsTaskId::1022     0.945648                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l3cache.tags.ratioOccsTaskId::1024     0.054352                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l3cache.tags.tagAccesses              12366432                       # Number of tag accesses (Count)
system.l3cache.tags.dataAccesses             12366432                       # Number of data accesses (Count)
system.l3cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 120080703260                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrl.avgPriority_writebacks::samples    173276.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.inst::samples      2634.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.data::samples     15219.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.dcache.prefetcher::samples     28113.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.l2cache.prefetcher::samples    170722.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.priorityMinLatency       0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrl.priorityMaxLatency       0.008679105162                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrl.numReadWriteTurnArounds         10412                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrl.numWriteReadTurnArounds         10412                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrl.numStayReadState               469807                       # Number of times bus staying in READ state (Count)
system.mem_ctrl.numStayWriteState              164238                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrl.readReqs                       216689                       # Number of read requests accepted (Count)
system.mem_ctrl.writeReqs                      173276                       # Number of write requests accepted (Count)
system.mem_ctrl.readBursts                     216689                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrl.writeBursts                    173276                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrl.servicedByWrQ                       1                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrl.mergedWrBursts                      0                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrl.neitherReadNorWriteReqs             0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrl.avgRdQLen                        1.74                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrl.avgWrQLen                       18.53                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrl.numRdRetry                          0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrl.numWrRetry                          8                       # Number of times write queue was full causing retry (Count)
system.mem_ctrl.readPktSize::0                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::1                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::2                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::3                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::4                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::5                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::6                 216689                       # Read request sizes (log2) (Count)
system.mem_ctrl.writePktSize::0                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::1                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::2                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::3                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::4                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::5                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::6                173276                       # Write request sizes (log2) (Count)
system.mem_ctrl.rdQLenPdf::0                    71052                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::1                    19352                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::2                    16151                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::3                    14987                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::4                    13644                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::5                    11813                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::6                     9016                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::7                     8555                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::8                     8556                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::9                     6762                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::10                    5588                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::11                    5206                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::12                    5739                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::13                    4346                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::14                    3665                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::15                    2637                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::16                    2253                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::17                    1843                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::18                    1345                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::19                    1196                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::20                    1005                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::21                     706                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::22                     471                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::23                     333                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::24                     199                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::25                     151                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::26                     108                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::27                       3                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::28                       4                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::29                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::30                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::31                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::0                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::1                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::2                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::3                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::4                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::5                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::6                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::7                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::8                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::9                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::10                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::11                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::12                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::13                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::14                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::15                    1282                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::16                    1394                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::17                    3023                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::18                    5460                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::19                    6082                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::20                    6457                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::21                    6857                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::22                    7334                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::23                    7787                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::24                    8382                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::25                    9495                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::26                    8909                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::27                    9264                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::28                    9482                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::29                   11398                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::30                    9943                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::31                   11312                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::32                   13044                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::33                    1805                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::34                    1109                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::35                    1043                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::36                     861                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::37                     861                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::38                     759                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::39                     687                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::40                     661                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::41                     648                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::42                     634                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::43                     572                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::44                     726                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::45                     729                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::46                     838                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::47                     757                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::48                    1162                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::49                    1231                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::50                    1206                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::51                    1269                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::52                    1238                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::53                    1621                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::54                    2793                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::55                    6814                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::56                    3375                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::57                    1232                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::58                     781                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::59                     466                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::60                     244                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::61                     166                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::62                      44                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::63                      24                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.rdPerTurnAround::samples        10412                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::mean       20.810987                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::gmean      16.730086                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::stdev     284.271328                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::0-1023         10411     99.99%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::28672-29695            1      0.01%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::total          10412                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.wrPerTurnAround::samples        10412                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::mean       16.639839                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::gmean      16.548970                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::stdev       2.075822                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::16              8564     82.25%     82.25% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::17               188      1.81%     84.06% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::18               991      9.52%     93.57% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::19               153      1.47%     95.04% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::20               128      1.23%     96.27% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::21                76      0.73%     97.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::22                70      0.67%     97.68% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::23                39      0.37%     98.05% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::24                53      0.51%     98.56% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::25                31      0.30%     98.86% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::26                16      0.15%     99.01% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::27                25      0.24%     99.25% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::28                 9      0.09%     99.34% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::29                 7      0.07%     99.40% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::30                17      0.16%     99.57% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::31                11      0.11%     99.67% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::32                 6      0.06%     99.73% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::33                 9      0.09%     99.82% # Writes before turning the bus around for reads (Count)
